FECHA;HORA;DIRECCION;LATITUD;LONGITUD
2025-12-01;15:40:00;CL 94 29 02;4.68123524;-74.05486619
2025-11-07;17:00:00;CL 59 SUR 78 B 02;4.60289266;-74.17935459
2025-11-13;06:41:00;TV 85 53 02;4.67927016;-74.11257587
2025-11-13;07:30:00;CL 12 43 02;4.6215587;-74.10373384
2025-11-12;09:04:00;CL 86 A 13 A 02;4.67052268;-74.05353558
2025-11-10;08:09:00;CL 93 47 A 02;4.68070546;-74.06088093
2025-11-12;07:50:00;CL 80 52 02;4.67534749;-74.06957738
2025-11-13;03:40:00;CL 54 SUR 93 C 02;4.63572417;-74.18671725
2025-11-12;07:03:00;CL 74 A 74 A 02;4.69164194;-74.09565211
2025-11-14;12:50:00;KR 9 21 29;4.60807934;-74.07218424
2025-11-18;23:41:00;AVENIDA PRIMERO DE MAYO 35 C SUR 02;4.61880817;-74.14558826
2025-11-13;19:40:00;AVENIDA CIUDAD DE CALI 139 02;4.74166048;-74.09839431
2025-12-18;23:47:00;AVENIDA CIUDAD DE QUITO 7 46;4.60845899;-74.09642605
2025-12-22;14:45:00;CL 77 A 13 02;4.6633125;-74.05718533
2025-12-31;22:30:00;CL 3 36 02;4.60784213;-74.10686324
2026-01-06;19:17:00;KR 5 A 32 SUR 02;4.56497792;-74.09876542
2026-01-10;06:27:00;CL 17 22 02;4.61233803;-74.08511859
2026-01-10;16:20:00;AVENIDA CIUDAD DE CALI 82 02;4.6130295;-74.19730954
2026-01-10;13:58:00;CL 44 SUR 23 02;4.57779771;-74.12476724
2026-01-13;00:54:00;AVENIDA DE LAS AMERICAS 70 B 41;4.63009875;-74.13213893
2026-01-09;18:30:00;CL 129 56 B 02;4.71690354;-74.06572855
2026-01-12;10:50:00;KR 86 24 C 02;4.67318237;-74.12428883
2026-01-10;08:33:00;KR 7 45 02;4.63147145;-74.06418882
2026-01-16;05:30:00;TV 85 56 A SUR 02;4.62138168;-74.18200997
2026-01-15;13:50:00;KR 10 6 02;4.59495535;-74.08125225
2026-01-13;13:42:00;CL 73 SUR 94 02;4.62867326;-74.2027206
2026-01-17;07:30:00;KR 15 118 75;4.69744582;-74.04317668
2026-01-16;17:32:00;KR 24 18 SUR 02;4.58638966;-74.10284404
2026-01-17;22:10:00;KR 68 17 02;4.63982423;-74.11578087
2026-01-13;07:23:00;CL 42 SUR 80 02;4.62270394;-74.16288582
2026-01-19;17:10:00;CL 51 B SUR 17 A 02;4.56687722;-74.12760185
2026-01-18;11:49:00;TV 50 75 20 SUR;4.57413249;-74.16559912
2025-11-22;11:50:00;KR 1 F 64 02;4.6458744;-74.05536277
2025-11-25;13:00:00;AC 145 90 02;4.73763247;-74.08416835
2025-11-21;13:50:00;KR 70 C 67 A SUR 02;4.58625758;-74.15879302
2025-11-21;10:31:00;CL 40 A 14 02;4.62793666;-74.06853255
2025-08-21;18:10:00;CL 26 85 02;4.67545466;-74.11699859
2025-11-27;19:00:00;CL 24 75 02;4.66609285;-74.11985081
2025-11-25;09:00:00;KR 72 128 B 02;4.71879794;-74.07529561
2025-11-26;13:57:00;KR 30 76 02;4.67094749;-74.07080559
2025-11-26;18:30:00;AVENIDA CIUDAD DE CALI 138 02;4.74095506;-74.0986952
2025-11-26;14:30:00;AVENIDA BOYACA FERROCARRIL DE OCCIDENTE 02;4.65612656;-74.12093607
2025-11-26;20:30:00;KR 80 J 55 SUR 02;4.60933977;-74.20262964
2025-11-16;18:50:00;CL 26 57 02;4.64463103;-74.0972468
2025-12-01;05:54:00;CL 72 73 A 02;4.68859908;-74.09670232
2025-11-29;19:10:00;TV 60 115 02;4.69820645;-74.06949012
2025-11-29;13:40:00;CL 80 69 02;4.687078;-74.08152906
2025-11-29;10:37:00;KR 97 23 F 02;4.67813329;-74.1353744
2025-11-29;14:30:00;CL 6 86 02;4.64063695;-74.15628222
2025-11-29;21:40:00;CL 26 45 02;4.63658137;-74.09257842
2025-12-01;15:00:00;AVENIDA CIUDAD DE VILLAVICENCIO 63 02;4.5818985;-74.15830139
2025-12-02;09:00:00;DG 46 SUR 13 G 02;4.56852567;-74.12158468
2025-12-03;14:50:00;KR 45 167 02;4.74794742;-74.04690077
2025-12-03;05:40:00;KR 10 1 02;4.58930789;-74.08495501
2025-12-07;07:10:00;CL 62 SUR 82 02;4.61391031;-74.18708203
2025-12-06;16:08:00;KR 68 12 A 34;4.63613685;-74.11944086
2025-12-19;04:40:00;CL 17 68 D 02;4.64294812;-74.11974334
2025-12-21;04:30:00;KR 42 71 SUR 02;4.56862913;-74.16112715
2025-12-21;02:01:00;CL 26 19 02;4.61848055;-74.07499422
2026-01-10;05:42:00;KR 30 8;4.60874189;-74.09636558
2025-12-21;23:15:00;KR 69 69 BIS 02;4.67854242;-74.09048861
2025-12-24;16:40:00;KR 12 D PRIMERO DE MAYO 02;4.57937346;-74.09968444
2025-12-24;10:00:00;KR 82 C 73 D SUR 02;4.61345958;-74.19854823
2025-12-11;08:02:00;KR 7 56 02;4.64197901;-74.06224934
2025-12-26;02:43:00;AVENIDA DE LOS CERROS 19 02;4.60089988;-74.06363653
2025-12-24;07:30:00;DG 16 111 A 02;4.67797167;-74.15384726
2025-12-26;00:30:00;CL 45 A SUR 50 BIS 02;4.59364427;-74.12771328
2025-12-24;08:40:00;CL 116 13 02;4.69566293;-74.03994386
2025-09-17;18:30:00;KR 7 126 A 02;4.70130775;-74.02869366
2025-09-20;17:00:00;CL 46 A SUR 60 4;4.59519007;-74.1453271
2025-09-18;02:05:00;KR 30 8 SUR 02;4.59851336;-74.10711879
2025-09-18;20:00:00;CL 53 36 B 02;4.64359034;-74.08202917
2025-09-30;18:02:00;CL 24 29 02;4.62341861;-74.08153162
2025-10-03;23:30:00;CL 72 23 02;4.65854958;-74.0690124
2025-11-06;17:07:00;KR 30 9 02;4.60956632;-74.09555701
2025-11-07;06:38:00;CL 167 48 02;4.74830853;-74.04902605
2025-11-06;14:32:00;DG 40 SUR 34 A 02;4.59022133;-74.12508569
2025-11-07;11:40:00;KR 13 1 02;4.59124654;-74.08772496
2025-04-15;11:35:00;CL 70 11 02;4.65508929;-74.06023768
2025-09-15;13:00:00;CL 127 91 02;4.71717268;-74.09283189
2025-09-19;07:55:00;KR 10 B ESTE 17 SUR 02;4.57148689;-74.08034962
2025-09-12;07:57:00;AC 17 78 58;4.65315283;-74.13020017
2025-09-12;17:30:00;KR 1 74 86;4.65463093;-74.04968246
2025-09-20;15:45:00;CL 72 114 A 02;4.71506187;-74.13017019
2025-09-22;08:59:00;KR 69 G 69 02;4.67911875;-74.09205576
2025-09-26;03:36:00;CL 24 96 02;4.67769195;-74.13037989
2025-09-21;07:00:00;KR 6 6 B 02;4.59186512;-74.07776177
2025-10-09;20:08:00;KR 3 ESTE 91 02;4.66926472;-74.04117803
2025-10-17;19:51:00;CL 163 20 02;4.74299942;-74.04409517
2025-11-09;03:10:00;KR 30 26 02;4.62715114;-74.08093751
2025-11-06;17:42:00;AVENIDA DE LAS AMERICAS 56 02;4.62767611;-74.11279825
2025-11-07;13:04:00;KR 20 127 B 02;4.70856784;-74.05003188
2025-11-30;05:20:00;AC 26 113 02;4.69926787;-74.14341835
2025-12-04;07:00:00;AC 145 76 02;4.73285304;-74.07545975
2025-12-12;15:50:00;KR 13 31 02;4.61781485;-74.06889829
2025-12-05;04:00:00;KR 80 51 3 SUR;4.6169445;-74.17138001
2025-12-18;06:00:00;DG 46 SUR 50 98;4.59216335;-74.12733387
2025-12-25;03:30:00;CL 55 SUR 87 A 02;4.62438355;-74.1834323
2025-12-28;03:42:00;CL 72 96 02;4.70157896;-74.11390623
2025-12-31;19:20:00;AVENIDA CARACAS 27 SUR 02;4.57916103;-74.10687959
2026-01-10;23:13:00;AVENIDA ALFREDO D BATEMAN 131 02;4.72333153;-74.07481281
2026-01-07;06:00:00;CL 63 13 02;4.64944677;-74.06353427
2026-01-07;19:06:00;CL 154 16 C 02;4.73631465;-74.04092722
2026-01-07;18:22:00;KR 93 D 71 49 SUR;4.62928756;-74.20082432
2026-01-06;10:30:00;KR 131 142 02;4.74734585;-74.11223672
2026-01-17;00:10:00;CL 49 A SUR 89 B 02;4.63371241;-74.17986603
2026-01-06;05:46:00;CL 9 90 A 02;4.6539971;-74.15404624
2026-01-16;15:00:00;CL 30 SUR 9 ESTE 02;4.55959521;-74.08430139
2026-01-17;09:56:00;AU DEL NORTE 193 02;4.77148647;-74.04315103
2026-01-16;08:18:00;CL 11 SUR 3 A 02;4.57654158;-74.08398489
2026-01-16;20:50:00;KR 17 A 64 A BIS SUR 02;4.55450282;-74.13785813
2026-01-17;23:50:00;KR 5 A 35 SUR 02;4.56334477;-74.10064736
2026-01-07;19:03:00;AU DEL NORTE 192 02;4.77106998;-74.04285794
2026-01-07;12:00:00;CL 134 9 02;4.71279311;-74.0325724
2026-01-16;21:00:00;CL 72 96 02;4.70162135;-74.11387757
2026-01-17;21:30:00;CL 80 SUR 89 BIS A 02;4.6227749;-74.20609572
2026-01-26;05:50:00;CL 80 72 02;4.69542527;-74.08903974
2026-01-24;21:41:00;KR 10 38 SUR 02;4.56569126;-74.10615281
2026-01-19;09:09:00;AVENIDA DE LAS AMERICAS 72 C 02;4.63077264;-74.1400177
2026-01-25;19:50:00;KR 14 136 A 13 SUR;4.47268112;-74.12292348
2026-01-30;17:05:00;KR 19 77 11 SUR;4.54035221;-74.15124604
2026-02-01;18:41:00;KR 30 17 SUR 02;4.59637522;-74.10988074
2026-01-28;10:38:00;TV 80 H 69 12 SUR;4.60585592;-74.19134276
2025-09-04;17:10:00;CL 80 120 02;4.72757591;-74.12574211
2025-09-09;20:20:00;AVENIDA BOYACA 59 A 59 SUR;4.56340383;-74.13891747
2025-09-11;07:50:00;AVENIDA CIUDAD DE CALI 43 SUR 02;4.62844874;-74.17066155
2025-09-14;02:40:00;CL 80 86;4.70306088;-74.10104288
2025-10-07;05:50:00;CL 13 38 02;4.61998038;-74.09817338
2025-10-22;22:20:00;KR 111 A 152 G 15;4.75717045;-74.09627389
2025-10-22;16:05:00;KR 21 A 63 SUR 02;4.56592866;-74.14539575
2025-10-26;13:30:00;AVENIDA CIUDAD DE VILLAVICENCIO 62 SUR 02;4.58126324;-74.15798006
2025-10-26;19:00:00;KR 54 161 02;4.7426257;-74.05411688
2025-10-30;10:54:00;CL 49 SUR 3 02;4.54617634;-74.10886735
2025-11-08;10:15:00;KR 10 1 SUR 02;4.58825307;-74.08560162
2025-11-14;20:46:00;CL 27 7 02;4.56985206;-74.09531561
2025-11-12;09:56:00;KR 25 39 A 02;4.62924009;-74.07619951
2025-11-17;15:40:00;KR 12 84 A 74 SUR;4.50644824;-74.11349831
2025-11-17;23:05:00;KR 14 73 B 68 SUR;4.51748984;-74.1173468
2025-11-17;22:09:00;KR 104 16 B 02;4.67182701;-74.15125576
2025-11-17;19:09:00;CL 23 B 113 79;4.68797087;-74.14530662
2025-12-25;21:30:00;CL 134 19 02;4.71791581;-74.04711632
2025-12-07;21:30:00;AVENIDA CIUDAD DE VILLAVICENCIO 52 SUR 02;4.60460033;-74.16178514
2026-01-02;07:00:00;KR 8 BIS ESTE 9 D SUR 02;4.57232254;-74.0770082
2025-12-30;09:15:00;CL 170 BOYACA 02;4.76046008;-74.06582244
2025-12-11;12:30:00;KR 30 10 25;4.61063853;-74.09508361
2025-12-31;00:37:00;AVENIDA CIUDAD DE QUITO 45 A 90;4.63606647;-74.07923523
2026-01-08;17:10:00;AVENIDA CIUDAD DE CALI 26 02;4.67885935;-74.11963037
2026-01-19;15:40:00;KR 17 A 1 02;4.59229387;-74.08989877
2026-01-24;07:30:00;KR 3 150 SUR 02;4.46351733;-74.12630336
2026-01-26;19:35:00;KR 30 26 02;4.62722503;-74.08101749
2025-04-23;20:30:00;CL 34 SUR 7 02;4.56441105;-74.1003359
2025-04-24;17:50:00;KR 30 53 BIS 02;4.64463584;-74.0786119
2025-04-24;18:00:00;CL 57 D SUR 78 K 02;4.60884611;-74.17428789
2025-04-24;13:00:00;AVENIDA BOYACA 44 SUR 02;4.59911438;-74.14480237
2025-04-24;04:08:00;CL 72 7 02;4.65486152;-74.05543974
2025-04-23;23:47:00;KR 86 23 C 02;4.6704155;-74.12666312
2025-05-05;23:15:00;CL 56 SUR 24 02;4.57312107;-74.13952736
2025-04-07;14:58:00;KR 114 148 02;4.75165513;-74.10184856
2025-05-15;22:30:00;KR 68 10 02;4.63240326;-74.12079955
2025-05-19;14:15:00;CL 26 113 02;4.69385731;-74.13833154
2025-05-15;16:30:00;CL 6 24 02;4.6030504;-74.09303708
2025-05-19;05:20:00;KR 72 44 SUR 02;4.5991871;-74.14495257
2025-05-19;23:11:00;AK 30 25 A 02;4.62561086;-74.08267704
2025-05-20;01:00:00;KR 89 BIS 59 C SUR 02;4.62757453;-74.19440469
2025-05-16;21:30:00;AK 72 66 02;4.68063012;-74.10003764
2025-05-25;23:49:00;TV 35 27 A SUR 02;4.59562131;-74.11449341
2025-05-26;07:13:00;AVENIDA DE LAS AMERICAS 69 02;4.63004614;-74.12833897
2025-05-23;11:31:00;CL 83 SUR 94 02;4.62537387;-74.20969497
2025-05-26;13:15:00;CL 56 A SUR 24 02;4.57326672;-74.13953758
2025-06-10;21:00:00;KR 27 1 B 02;4.59664574;-74.10153956
2025-06-22;06:10:00;CL 45 30 02;4.63461105;-74.07945839
2025-06-22;10:00:00;KR 91 B 130 02;4.72595674;-74.08882808
2025-06-22;11:30:00;CL 80 120 02;4.72762087;-74.12570212
2025-06-25;12:45:00;KR 50 43 02;4.64161676;-74.0917655
2025-06-21;08:10:00;CL 8 76 02;4.63779535;-74.14075053
2025-06-22;14:19:00;CL 18 16 02;4.60885103;-74.07823775
2025-06-23;07:15:00;CL 127 87 A 02;4.71083683;-74.07664618
2025-06-22;14:40:00;CL 64 B 81 02;4.68337337;-74.10989904
2025-06-25;21:10:00;TV 4 43 02;4.62967671;-74.06274421
2025-06-19;06:10:00;KR 86 5 A SUR 02;4.63808602;-74.1589587
2025-06-20;06:00:00;AVENIDA CIUDAD DE CALI 34 SUR 02;4.63632494;-74.16077048
2025-06-28;00:45:00;CL 127 7 C 02;4.70304142;-74.03113694
2025-07-03;07:22:00;CL 6 36 02;4.61119948;-74.10338882
2025-07-02;18:03:00;CL 2 19 A 02;4.59622562;-74.09191945
2025-07-11;06:46:00;KR 12 D 19 SUR 02;4.58074723;-74.0988454
2025-07-07;04:10:00;CL 63 SUR 79 C 02;4.60668273;-74.1831962
2025-07-15;23:40:00;KR 15 ESTE 89 C SUR 02;4.50155004;-74.0859819
2025-10-28;14:40:00;KR 89 8 A 02;4.65127707;-74.15353564
2025-10-31;19:00:00;KR 14 L 69 F SUR 02;4.52300762;-74.12041304
2025-10-30;06:20:00;CL 12 A 71 B 61;4.63898502;-74.12666966
2025-10-02;19:15:00;CL 13 53 02;4.62897007;-74.10895733
2025-10-14;21:30:00;CL 13 69 02;4.64169028;-74.1233286
2025-10-10;10:21:00;KR 45 108 02;4.69538985;-74.05618777
2025-10-14;22:50:00;AK 14 17 A SUR 02;4.58312409;-74.09910289
2025-11-19;17:15:00;CL 59 78 H 02;4.60493258;-74.18007074
2025-09-06;21:10:00;CL 140 12 02;4.71981568;-74.03759204
2026-01-21;09:05:00;CL 100 13 02;4.68375819;-74.0456166
2025-09-24;04:50:00;CL 84 SUR 8 02;4.50665094;-74.10909752
2025-09-23;07:20:00;KR 86 20 02;4.66404906;-74.13202914
2025-12-29;09:45:00;AVENIDA DE LAS AMERICAS 71 A 02;4.62971436;-74.13339332
2026-01-09;13:45:00;AVENIDA CIUDAD DE CALI CIUDAD DE VILLAVICENCIO 02;4.62839902;-74.17088417
2026-01-20;12:15:00;KR 58 132 A 02;4.72294915;-74.06668682
2026-01-26;18:10:00;CL 59 B SUR 87 C 02;4.62292315;-74.18863837
2026-01-26;11:18:00;KR 24 B 31 B SUR 02;4.58417178;-74.11466469
2025-08-28;09:35:00;KR 91 A 132 02;4.73077738;-74.08737517
2025-08-14;08:00:00;KR 7 61 02;4.64634022;-74.06072763
2025-08-14;09:33:00;KR 116 78 B 02;4.72201143;-74.12500602
2025-08-29;09:00:00;DG 16 96 G 02;4.66602787;-74.1460933
2025-08-27;08:03:00;KR 45 161 02;4.74201332;-74.04797463
2026-01-28;11:36:00;DG 61 D 27 02;4.64977074;-74.07498203
2025-10-02;14:20:00;KR 7 175 02;4.75391451;-74.02434095
2025-09-30;06:50:00;KR 14 130 SUR 02;4.48052854;-74.1211453
2025-11-13;18:45:00;CL 26 102 20;4.68890115;-74.13068859
2025-11-20;07:35:00;CL 13 36 51;4.61864995;-74.0968513
2025-11-18;08:28:00;AC 12 71 B BIS 02;4.64019219;-74.12901684
2025-11-18;19:25:00;CL 183 18 02;4.76030487;-74.03922673
2026-01-15;00:40:00;CL 66 A 75 02;4.683813;-74.10263952
2026-01-17;07:00:00;KR 86 10 02;4.64916753;-74.14698715
2026-01-15;23:14:00;CL 152 B 72 51;4.74022265;-74.06668196
2026-01-15;16:05:00;KR 45 191 02;4.7679142;-74.04406932
2026-01-28;08:00:00;KR 3 1 C 02;4.58511254;-74.07752207
2025-09-04;16:10:00;AVENIDA PRIMERO DE MAYO 11 B 02;4.57795858;-74.09739728
2025-09-16;06:15:00;KR 43 70 A 50 SUR;4.56897873;-74.15972056
2026-01-14;22:00:00;CL 6 36 02;4.61144216;-74.10330226
2025-07-16;20:20:00;KR 80 58 G SUR 02;4.61043185;-74.17881326
2025-12-07;07:30:00;CL 72 29 A 02;4.66666485;-74.0719643
2026-01-24;09:05:00;CL 42 A SUR 81 02;4.62546688;-74.16515219
2026-01-30;08:40:00;CL 12 80 D 02;4.65098905;-74.13849661
2026-01-30;06:27:00;CL 49 B SUR 5 I 02;4.55287228;-74.11573137
2025-09-11;08:50:00;KR 71 C 6 C 02;4.63167427;-74.13522957
2025-09-23;08:06:00;CL 77 60 02;4.67612431;-74.07716084
2025-09-24;06:27:00;CL 19 SUR 10 D ESTE 02;4.56897375;-74.08071903
2025-09-26;07:30:00;CL 63 78 02;4.68018342;-74.11011699
2025-09-25;08:53:00;CL 122 19 A 28;4.70195126;-74.05024427
2025-09-26;15:45:00;KR 52 A 134 A 02;4.72036135;-74.05743916
2025-09-30;16:20:00;KR 28 B 74 42;4.66727752;-74.06999483
2025-10-28;07:30:00;KR 7 100 02;4.67989474;-74.03828843
2025-10-30;19:20:00;CL 19 8 02;4.60575336;-74.07225666
2025-11-27;06:30:00;KR 30 10 38;4.61048552;-74.09514932
2025-11-28;11:00:00;AVENIDA CIUDAD DE CALI 15 C 02;4.65701946;-74.1382095
2025-11-27;07:40:00;CL 66 105 C 02;4.69912485;-74.12492988
2025-11-28;10:15:00;KR 50 44 02;4.64240744;-74.09052161
2025-11-27;23:09:00;CL 43 SUR 89 B 02;4.63611862;-74.17486237
2025-12-01;07:07:00;DG 92 96 02;4.68289899;-74.05174581
2025-11-11;19:45:00;KR 86 76 02;4.70050871;-74.1029365
2025-11-10;21:15:00;KR 72 23 02;4.65918049;-74.11804759
2025-10-11;01:50:00;KR 86 52 A 25;4.68164936;-74.11670842
2025-11-23;01:05:00;AU DEL NORTE 170 02;4.75161477;-74.04660134
2025-11-21;05:20:00;CL 76 B SUR 8 D 02;4.51176886;-74.11154357
2025-11-21;07:23:00;KR 16 51 02;4.63877224;-74.06866787
2025-12-20;11:50:00;AVENIDA DE LAS AMERICAS 50 02;4.62800665;-74.10660284
2025-12-07;03:30:00;KR 26 C 72 D 15 SUR;4.54682886;-74.15838703
2025-12-08;01:15:00;CL 56 A SUR 19 02;4.56630772;-74.13425739
2025-12-07;05:15:00;CL 80 81 02;4.70002656;-74.09744675
2025-12-07;12:10:00;KR 88 C 49 A SUR 02;4.63158033;-74.17891812
2025-12-07;12:00:00;CL 64 I 76 A 02;4.68254539;-74.10493158
2025-12-06;22:52:00;KR 6 12 02;4.59861033;-74.07392159
2025-12-05;18:00:00;KR 9 100 02;4.6850648;-74.04799413
2025-12-07;15:50:00;KR 39 17 A 02;4.62251194;-74.09592204
2025-12-10;08:12:00;KR 7 167 D 02;4.74478257;-74.02230638
2025-12-13;22:33:00;CL 58 D SUR 86 A 02;4.62057535;-74.18645025
2025-12-09;20:30:00;KR 10 PRIMERO DE MAYO 02;4.57578566;-74.09459459
2025-12-09;11:00:00;KR 1 ESTE 32 02;4.61627102;-74.06198734
2025-12-21;10:10:00;CL 88 B SUR 7 A ESTE 02;4.50370577;-74.10140544
2025-12-23;12:50:00;DG 44 SUR 77 Q 02;4.60881359;-74.16142109
2025-12-23;05:40:00;CL 183 10 02;4.76028494;-74.0326135
2025-12-27;18:30:00;KR 80 B BIS 59 BIS SUR 02;4.6098011;-74.18201534
2025-12-28;03:42:00;CL 63 94 02;4.68977262;-74.11893515
2025-12-01;19:40:00;KR 10 23 02;4.60988908;-74.0720911
2025-12-05;06:10:00;CL 171 116 02;4.78461618;-74.09076121
2025-12-23;07:50:00;KR 29 79 02;4.67161363;-74.06736687
2025-12-01;12:30:00;CL 109 18 39;4.694453;-74.04887603
2025-09-13;06:40:00;KR 9 134 02;4.71281762;-74.03271011
2025-09-13;08:40:00;AVENIDA CIUDAD DE VILLAVICENCIO 57 B SUR 02;4.59967625;-74.16215315
2025-09-19;05:30:00;CL 80 58 02;4.67838604;-74.07422515
2025-09-18;19:30:00;KR 86 64 H 02;4.68683948;-74.11183558
2025-09-15;03:50:00;AVENIDA BOYACA 24 02;4.57300894;-74.13944283
2025-09-12;15:10:00;KR 11 B 53 BIS A SUR 02;4.55894141;-74.12544828
2025-09-16;12:05:00;KR 24 47 B SUR 02;4.57780403;-74.12925043
2025-09-19;08:30:00;DG 44 SUR 26 6;4.58205756;-74.12660285
2025-09-19;14:00:00;CL 90 91 02;4.71307087;-74.09775307
2026-01-05;13:50:00;CL 13 19 02;4.60777203;-74.08436623
2026-01-09;08:08:00;DG 13 BIS SUR 24 C 02;4.58955269;-74.10201748
2025-09-27;01:00:00;CL 45 SUR 72 J 02;4.60342859;-74.15087172
2025-09-20;22:08:00;KR 20 82 57;4.66980234;-74.06045055
2025-10-05;15:00:00;KR 27 49 A SUR 02;4.58138477;-74.13310135
2025-10-05;05:45:00;TV 70 C BIS 63 26;4.67156502;-74.10196213
2025-11-07;11:00:00;CL 1 31 D 02;4.5998341;-74.10781471
2025-11-06;15:15:00;CL 24 86 02;4.67210382;-74.12534612
2025-11-07;08:30:00;KR 5 ESTE 21 02;4.60125118;-74.06236278
2025-11-06;20:30:00;AC 24 44 A 02;4.63351141;-74.09467164
2025-11-06;18:42:00;DG 16 96 B 02;4.66535394;-74.14389823
2025-08-31;04:23:00;CL 22 SUR 24 C 02;4.58540688;-74.10592399
2025-11-14;20:41:00;DG 66 112 C 02;4.70660792;-74.13372485
2025-11-15;12:00:00;CL 127 15 02;4.70412237;-74.04280382
2025-12-03;07:12:00;CL 49 SUR 89 85;4.63389724;-74.17964963
2025-12-03;07:58:00;AVENIDA BOYACA 22 68;4.65653184;-74.12038783
2025-11-30;07:49:00;KR 104 152 02;4.75188751;-74.09336935
2025-12-01;08:55:00;CL 69 C 112 02;4.708284;-74.13128884
2025-12-02;17:44:00;AVENIDA CIUDAD DE VILLAVICENCIO PRIMERO DE MAYO 02;4.61519413;-74.16262726
2025-12-06;17:00:00;CL 57 SUR 101 22;4.64030715;-74.19567973
2025-12-05;16:40:00;KR 1 63 75 SUR;4.53569932;-74.11184939
2025-12-11;20:04:00;KR 30 86 D 02;4.67620549;-74.06384233
2025-12-08;16:14:00;CL 61 SUR 66 02;4.59166028;-74.15669375
2025-12-07;22:00:00;AVENIDA PRIMERO DE MAYO 35 02;4.59616219;-74.11346307
2025-12-10;17:00:00;CL 135 B 126 A 46;4.7427783;-74.10862339
2025-12-12;12:40:00;KR 27 28 SUR 02;4.58879825;-74.11229814
2026-01-03;19:45:00;AVENIDA CARACAS 24 A SUR 02;4.57891408;-74.10711514
2025-12-13;15:30:00;CL 57 G SUR 67 02;4.59827893;-74.15785266
2025-12-13;07:33:00;CL 127 91 02;4.71716175;-74.09284542
2025-12-13;00:20:00;CL 62 I SUR 75 G 02;4.58740843;-74.17642082
2025-12-10;00:15:00;CL 38 C SUR 79 02;4.62460916;-74.15645998
2025-12-14;00:26:00;CL 17 SUR 27 02;4.59169765;-74.10652798
2025-12-12;09:15:00;KR 1 B ESTE 27 A SUR 02;4.56551266;-74.08985781
2025-12-15;16:00:00;CL 24 96 02;4.67768029;-74.13040501
2025-12-22;21:40:00;CL 50 A SUR 5 Z 02;4.55510315;-74.12021968
2025-12-22;16:30:00;KR 19 C 59 A SUR 02;4.56724034;-74.13816999
2025-12-27;01:55:00;AU DEL NORTE 235 02;4.81072567;-74.03621582
2025-12-22;03:15:00;KR 104 131 14;4.73412846;-74.1001615
2025-12-23;09:00:00;KR 78 26 SUR 02;4.62473931;-74.14701251
2025-10-24;21:45:00;KR 90 B 71 BIS 02;4.69632224;-74.10959593
2025-10-25;07:55:00;KR 30 31 SUR 02;4.59174918;-74.11627976
2025-10-25;08:00:00;KR 19 33 02;4.62197978;-74.07401645
2025-10-25;14:55:00;AVENIDA DE LAS AMERICAS 65 02;4.62874428;-74.11945745
2025-10-26;01:19:00;CL 139 133 4;4.74665126;-74.11289481
2025-10-26;00:30:00;KR 30 14 02;4.61470434;-74.09134594
2025-11-04;08:40:00;KR 80 2 SUR 02;4.63145371;-74.15408013
2025-12-05;10:00:00;CL 170 56 02;4.75371907;-74.05670603
2025-12-05;14:51:00;KR 118 A 63 32;4.70956597;-74.14372225
2025-12-05;19:29:00;CL 78 B BIS A SUR 16 M 5;4.53781018;-74.13720172
2025-12-05;08:40:00;AC 68 SUR 51 02;4.58046018;-74.15746337
2025-12-11;09:40:00;CL 26 SUR 51 A 02;4.60397278;-74.12343394
2025-12-12;20:00:00;AVENIDA DE LOS CERROS 22 67;4.60324897;-74.06224495
2025-12-09;19:00:00;KR 10 1 02;4.58927537;-74.08494522
2025-12-13;17:00:00;CL 88 SUR 80 I 02;4.6140485;-74.2119616
2026-01-03;13:18:00;DG 68 A SUR 14 P BIS A 02;4.52514839;-74.12157614
2025-12-10;18:10:00;CL 63 93 02;4.68856724;-74.11827873
2025-08-30;11:16:00;KR 13 22 02;4.6098412;-74.07379357
2025-05-04;10:25:00;KR 68 45 A SUR 02;4.595109;-74.13788227
2025-05-13;18:20:00;DG 45 C SUR 11 ESTE 02;4.54362677;-74.08832577
2025-05-14;12:10:00;KR 20 F 64 SUR 02;4.56475039;-74.14613516
2025-10-05;17:51:00;CL 73 SUR 103 02;4.63610185;-74.20611182
2025-10-07;08:00:00;AVENIDA CIUDAD DE CALI 6 A 02;4.64199602;-74.15502061
2025-10-05;13:41:00;CL 41 SUR 78 02;4.61794716;-74.15617155
2025-11-09;14:50:00;CL 42 SUR 26 3;4.58235068;-74.12503571
2025-11-08;15:00:00;CL 13 53 02;4.62856151;-74.10885906
2025-11-08;15:00:00;AVENIDA CIUDAD DE CALI 137 B 02;4.7407061;-74.0987903
2025-11-10;19:30:00;KR 17 F 70 A SUR 02;4.54747786;-74.13964387
2025-11-21;18:00:00;DG 61 C 24 7;4.64734773;-74.07420041
2025-11-26;19:55:00;DG 68 A SUR 14 T 02;4.52380978;-74.12294773
2025-11-26;11:40:00;KR 2 ESTE 6 91 SUR;4.5785896;-74.07956568
2026-01-24;12:40:00;KR 21 53 A BIS 02;4.64248039;-74.07176777
2026-01-27;05:40:00;KR 30 39 A 02;4.62902694;-74.08018113
2026-01-30;17:07:00;KR 33 53 A SUR 02;4.58273116;-74.13963015
2025-05-02;07:48:00;AVENIDA PRIMERO DE MAYO 6 02;4.57256414;-74.0915554
