FECHA;HORA;DIRECCION;LATITUD;LONGITUD
2023-01-16;17:52:00;CL 83 A 103 B 02;4.71687961;-74.11014335
2023-01-17;23:30:00;AU DEL SUR 63 SUR 02;4.59709525;-74.1793522
2023-01-17;07:44:00;KR 9 156 02;4.73439859;-74.0319002
2023-01-16;16:45:00;KR 104 148 02;4.74835305;-74.0953476
2023-01-17;06:16:00;CL 70 C 110 A 02;4.70762378;-74.12728489
2023-01-16;10:17:00;KR 8 17 SUR 02;4.57707606;-74.09081896
2023-01-15;17:06:00;CL 9 7 ESTE 02;4.58829755;-74.06621365
2023-05-23;18:50:00;CL 26 113 02;4.69413878;-74.13854813
2023-05-15;06:50:00;KR 80 J 72 A 02;4.60791054;-74.19684065
2023-05-23;14:18:00;CL 70 SUR 87 H 02;4.62153683;-74.19620399
2023-05-19;17:10:00;CL 68 56 B 02;4.66785039;-74.07919479
2023-05-22;22:25:00;AVENIDA BOYACA 11 B BIS 02;4.6433764;-74.13343463
2023-05-22;19:00:00;CL 91 SUR 80 I 02;4.61425249;-74.21374156
2023-05-25;22:10:00;KR 86 18 02;4.66180374;-74.13387974
2023-05-26;10:40:00;CL 26 19 B 02;4.61980076;-74.07572905
2023-05-24;19:00:00;KR 30 71 02;4.66566262;-74.07478986
2023-05-16;09:30:00;AVENIDA BOYACA 163 02;4.74716346;-74.0642473
2023-05-23;20:00:00;AVENIDA CARACAS 27 SUR 02;4.57909224;-74.10675792
2023-05-24;05:50:00;CL 61 19 B 02;4.56089037;-74.13926991
2023-05-25;22:27:00;KR 32 52 02;4.5844253;-74.13760708
2023-05-27;11:03:00;DG 46 A 52 C SUR 02;4.59312543;-74.13687014
2023-05-26;22:05:00;KR 5 48 P BIS SUR 02;4.55197544;-74.108024
2023-01-24;06:30:00;CL 64 C 112 BIS A 02;4.70522629;-74.13567322
2023-01-24;01:46:00;AVENIDA TV DE SUBA 94 C 02;4.6835814;-74.06295208
2023-01-24;06:35:00;KR 114 152 B 02;4.75629535;-74.09887726
2023-04-30;11:00:00;KR 91 90 02;4.71306646;-74.09771957
2023-04-29;19:40:00;CL 143 A 128 02;4.75007874;-74.10937331
2023-04-30;03:16:00;CL 42 A SUR 80 G 02;4.62426239;-74.16432253
2023-04-29;12:00:00;KR 92 74 SUR 02;4.62656395;-74.20428304
2023-04-29;19:58:00;KR 7 ESTE 89 C 02;4.50416707;-74.11026869
2023-04-29;23:00:00;KR 50 18 SUR 02;4.60462326;-74.11997129
2023-04-27;12:20:00;CL 132 96 02;4.73336628;-74.09215597
2023-05-16;05:50:00;TV 17 62 SUR 02;4.55725029;-74.13821828
2023-05-18;17:25:00;CL 43 SUR 78 F 02;4.61379215;-74.16182809
2023-05-16;06:30:00;TV 14 V 74 SUR 02;4.51559736;-74.12139977
2023-05-21;11:41:00;AVENIDA BOYACA 55 02;4.67290298;-74.10544741
2023-05-26;06:25:00;KR 14 118 SUR 02;4.48724379;-74.12022458
2023-05-26;14:50:00;CL 188 15 02;4.76507325;-74.03482139
2023-05-27;16:42:00;CL 20 A SUR 8 02;4.57449415;-74.09279407
2023-05-19;10:24:00;AVENIDA TV DE SUBA 128 A 02;4.71580705;-74.07353105
2023-05-26;16:40:00;AVENIDA DE LAS AMERICAS 62 02;4.62885898;-74.11721131
2023-05-26;11:50:00;CL 68 A SUR 49 02;4.57785813;-74.15659054
2023-05-27;06:13:00;AK 70 C 57 R SUR 02;4.59574792;-74.16203327
2023-03-11;16:53:00;KR 82 B 42 B 02;4.62806644;-74.16819123
2023-03-11;18:30:00;CL 146 B 91 02;4.7400489;-74.08438829
2023-03-10;13:53:00;CL 22 97 02;4.67487723;-74.13931993
2023-03-12;11:00:00;KR 77 A 71 02;4.68945936;-74.10111079
2023-03-18;20:00:00;AVENIDA BOYACA 26;4.57695867;-74.1406825
2023-03-15;18:00:00;AVENIDA DE LAS AMERICAS 56 02;4.62770234;-74.11272384
2023-03-17;09:22:00;KR 68 A 26 02;4.65584924;-74.10434668
2023-03-19;11:15:00;KR 90 167 02;4.75724165;-74.07481817
2023-03-18;15:00:00;KR 37 25 A 02;4.63050317;-74.08748015
2023-03-19;02:45:00;CL 13 62 02;4.63298025;-74.11333469
2023-03-23;06:20:00;KR 60 2 C 02;4.62034009;-74.12193922
2023-03-21;08:51:00;CL 81 SUR 6 B ESTE 02;4.51023596;-74.10151274
2023-01-18;07:30:00;AK 80 57 G SUR 02;4.61176464;-74.17745946
2023-01-18;07:40:00;KR 69 1 02;4.62196434;-74.12902585
2023-01-17;13:30:00;KR 72 8 02;4.63671723;-74.13709614
2023-02-04;18:40:00;CL 13 21 02;4.60911133;-74.08604053
2023-05-30;16:23:00;KR 69 C 6 C 02;4.63110592;-74.12925939
2023-05-27;17:30:00;CL 66 69 N 02;4.67724843;-74.09516005
2023-06-01;15:05:00;CL 67 17 02;4.65575261;-74.06607354
2023-05-31;05:45:00;KR 38 50 B SUR 02;4.58884564;-74.13788763
2023-06-01;12:47:00;AVENIDA DE LAS AMERICAS 86 02;4.64049053;-74.15630081
2023-06-01;00:24:00;AVENIDA PRIMERO DE MAYO 69 B 02;4.68422402;-74.09685076
2023-01-25;10:20:00;KR 30 68 02;4.66364934;-74.07591251
2023-02-01;18:25:00;KR 106 15 A 02;4.67099026;-74.15590671
2023-02-01;06:30:00;KR 5 8 02;4.59450298;-74.07508639
2023-01-27;07:15:00;KR 86 65 A BIS 02;4.68854413;-74.11020299
2023-01-31;12:56:00;KR 92 69 C SUR 02;4.62866092;-74.19902883
2023-02-06;06:00:00;KR 1 86 SUR 02;4.50579164;-74.10446633
2023-02-09;05:58:00;CL 6 75 02;4.63140826;-74.14392797
2023-02-09;13:30:00;TV 17 61 SUR 02;4.5535638;-74.13710979
2023-02-10;09:50:00;KR 87 53 SUR 02;4.62594371;-74.18047575
2023-02-09;06:53:00;KR 86 26 02;4.67917586;-74.11882786
2023-02-11;13:14:00;TV 78 L 52 02;4.61352376;-74.17060086
2023-02-11;15:02:00;KR 80 42 C SUR 02;4.62198987;-74.16422059
2023-02-11;11:50:00;TV 73 11 C 02;4.64536207;-74.13453048
2023-02-10;21:30:00;AU DEL NORTE 134 02;4.71897772;-74.05207382
2023-02-11;19:40:00;CL 183 11 02;4.76033159;-74.03338731
2023-02-11;12:35:00;CL 137 129 02;4.74491867;-74.11159565
2023-02-10;08:08:00;CL 68 64 02;4.67389346;-74.08356217
2023-02-10;14:20:00;CL 72 4 02;4.65360043;-74.05315329
2023-02-10;07:43:00;KR 30 49 A 02;4.63899013;-74.0789595
2023-02-10;08:49:00;AVENIDA CIUDAD DE CALI 132 02;4.73583618;-74.09980563
2023-02-10;15:15:00;CL 52 SUR 86 c 02;4.62538373;-74.17947894
2023-02-10;07:33:00;CL 71 74 02;4.68723305;-74.09817485
2023-02-10;19:08:00;CL 22 SUR 12 BIS 02;4.57836501;-74.09802464
2023-02-10;19:02:00;KR 28 9 02;4.6082113;-74.09398168
2023-02-10;02:32:00;KR 86 40 B SUR 02;4.63252042;-74.16505841
2023-02-11;05:19:00;AU DEL SUR 71 B 02;4.59557631;-74.16462731
2023-01-23;20:11:00;KR 78 43 SUR 02;4.61187333;-74.16133356
2023-01-25;07:11:00;KR 28 A 18 A 02;4.616359;-74.08781274
2023-01-25;07:27:00;CL 22 SUR 34 02;4.59490159;-74.11297284
2023-01-26;21:40:00;KR 24 18 SUR 02;4.58627749;-74.10284079
2023-01-25;18:20:00;KR 12 B 57 SUR 02;4.55945939;-74.12854617
2023-03-22;02:45:00;CL 51 SUR 13 A 02;4.56422764;-74.1250771
2023-03-28;14:27:00;KR 86 46 SUR 02;4.62726073;-74.1733378
2023-03-22;23:05:00;CL 68 SUR 46 02;4.57524814;-74.15466997
2023-03-27;21:15:00;CL 13 20 02;4.60851154;-74.08539518
2023-03-28;08:55:00;KR 69 B 5 02;4.62704475;-74.12907866
2023-03-27;17:30:00;KR 80 G 2 SUR 02;4.63506019;-74.15414182
2023-03-27;13:24:00;CL 58 A SUR 88 C 02;4.62662693;-74.18995885
2023-02-10;15:30:00;AK 30 45 02;4.6347768;-74.07960323
2023-02-10;07:40:00;KR 6 19 A 02;4.57311338;-74.09115831
2023-02-14;10:44:00;KR 7 62 02;4.64699168;-74.06027242
2023-02-14;04:50:00;AC 57 R SUR 67 02;4.59600019;-74.15818123
2023-04-17;19:11:00;KR 78 8 B 02;4.64035891;-74.140537
2023-04-19;17:35:00;AU DEL NORTE 161 02;4.7422236;-74.04795814
2023-04-19;13:40:00;TV 68 F 37 B 02;4.60526143;-74.13618711
2023-04-19;20:41:00;CL 45 A SUR 60 F 02;4.59492808;-74.14709298
2023-04-20;10:35:00;CL 45 SUR 77 02;4.61047483;-74.16207043
2023-04-22;16:09:00;CL 32 13 02;4.61793394;-74.06886367
2023-04-22;11:32:00;KR 77 A 71 A 02;4.69022164;-74.1005384
2023-04-23;07:50:00;CL 26 86 02;4.67928693;-74.11939299
2023-04-24;21:40:00;KR 6 119 B 02;4.69605462;-74.0301418
2023-04-21;08:01:00;CL 26 25 02;4.62275692;-74.07792953
2023-04-21;17:00:00;CL 6 C 78 C 02;4.63115787;-74.14623212
2023-04-25;10:15:00;AVENIDA TV DE SUBA 128 B 02;4.7179265;-74.073638
2023-04-25;21:30:00;DG 39 A 42 SUR 02;4.59217174;-74.1271886
2023-04-23;01:04:00;KR 80 57 A SUR 02;4.61334116;-74.17615407
2023-04-25;22:50:00;TV 73 G 68 B SUR 02;4.58168277;-74.1689036
2023-04-27;02:00:00;AVENIDA PRIMERO DE MAYO 35 02;4.59624001;-74.11348489
2023-01-23;00:45:00;KR 13 B ESTE 45 SUR 02;4.54134469;-74.08359972
2023-01-23;14:25:00;AVENIDA BOYACA CIUDAD DE VILLAVICENCIO 02;4.56744574;-74.13839725
2023-01-25;05:35:00;CL 45 20 02;4.63343473;-74.07265095
2023-01-24;23:00:00;KR 63 B 63 B 02;4.66570246;-74.08986
2023-01-25;21:40:00;KR 50 40 02;4.59196887;-74.12722983
2023-01-25;09:54:00;KR 80 47 A SUR 02;4.61904267;-74.16885754
2023-02-15;20:30:00;CL 151 17 02;4.7326115;-74.04316955
2023-03-04;10:30:00;KR 10 1 B SUR 02;4.59035891;-74.0843266
2023-03-04;12:45:00;KR 45 205 02;4.78382648;-74.04082922
2023-03-01;06:40:00;AVENIDA CIUDAD DE CALI 55 SUR 02;4.62206422;-74.18133554
2023-03-02;05:20:00;CL 13 17 02;4.60589404;-74.08259234
2023-03-03;11:57:00;KR 18 74 SUR 02;4.54351787;-74.14228336
2023-03-02;14:20:00;CL 70 SUR 87 J 02;4.62204048;-74.19646195
2023-03-04;04:50:00;AVENIDA CIUDAD DE QUITO 24 02;4.62443295;-74.08286772
2023-01-18;11:30:00;TV 87 C 59 A SUR 02;4.62303317;-74.1881206
2023-01-21;09:30:00;KR 19 6 SUR 02;4.5909787;-74.09619538
2023-01-21;18:02:00;KR 7 72 02;4.65494156;-74.05517779
2023-01-21;10:41:00;KR 30 57 02;4.64664579;-74.07901217
2023-01-23;16:20:00;TV 5 M 48 D SUR 02;4.55875084;-74.11262123
2023-01-20;07:00:00;CL 26 SUR 69 B 02;4.61410778;-74.13537098
2023-01-19;17:30:00;CL 32 7 02;4.61864626;-74.06817208
2023-05-03;20:01:00;CL 59 SUR 80 J 02;4.61237172;-74.18253645
2023-05-06;17:30:00;KR 60 67 B 02;4.66966988;-74.08280828
2023-01-28;15:36:00;CL 80 116 02;4.72365765;-74.12263659
2023-01-30;17:10:00;KR 80 36 SUR 02;4.62877466;-74.15692791
2023-01-31;09:00:00;KR 29 50 A SUR 02;4.58283751;-74.13484836
2023-01-31;06:40:00;KR 52 37 SUR 02;4.60202359;-74.12924321
2023-02-12;06:35:00;CL 17 98 02;4.67154038;-74.14457916
2023-02-11;00:01:00;AVENIDA BOYACA 2 SUR 02;4.62352688;-74.13863329
2023-02-12;21:00:00;KR 24 A 32 SUR 02;4.58316384;-74.11609187
2023-02-11;16:30:00;CL 60 A SUR 73 02;4.59184458;-74.16899799
2023-02-12;22:09:00;KR 90 68 A 02;4.69314477;-74.11157614
2023-02-11;11:30:00;KR 79 A 35 SUR 02;4.62847297;-74.15351652
2023-02-11;16:00:00;KR 13 24 A 02;4.61232418;-74.0731132
2023-02-12;17:10:00;KR 3 12 02;4.59690532;-74.07125035
2023-04-26;08:54:00;KR 68 37 A SUR 02;4.60386095;-74.13217435
2023-04-25;07:15:00;AK 68 39 SUR 02;4.60196761;-74.13358001
2023-04-25;06:15:00;AVENIDA BOYACA 69 B SUR 02;4.55022848;-74.1367692
2023-04-26;07:30:00;KR 24 8 02;4.60512472;-74.09162307
2023-04-25;12:04:00;KR 13 61 02;4.64797277;-74.0637782
2023-01-05;08:52:00;AVENIDA CIUDAD DE VILLAVICENCIO 8 G 02;4.63476477;-74.17398233
2023-01-04;14:30:00;TV 21 20 BIS SUR 02;4.58450369;-74.10341857
2023-01-04;14:09:00;DG 16 97 02;4.66691547;-74.14890858
2023-01-05;11:11:00;KR 7 47 02;4.63379291;-74.06383783
2023-01-08;03:50:00;CL 2 13 02;4.59325174;-74.08629803
2023-01-09;05:25:00;AK 20 85 A 02;4.67306328;-74.05990314
2023-01-08;19:05:00;CL 71 SUR 79 02;4.60443409;-74.19452077
2023-01-09;17:30:00;AU DEL SUR 76 A 02;4.5967313;-74.18018997
2023-01-22;09:30:00;KR 91 99 A 02;4.71311073;-74.0976954
2023-01-20;12:40:00;CL 72 106 02;4.70839568;-74.12193193
2023-01-20;12:20:00;CL 39 B SUR 72 J 02;4.60884665;-74.14663432
2023-01-20;15:58:00;CL 37 SUR 54 02;4.60432397;-74.13146214
2023-01-20;20:30:00;KR 94 A 61 A SUR 02;4.63251653;-74.19584042
2023-01-20;11:00:00;CL 1 19 02;4.59349771;-74.09433392
2023-01-23;20:00:00;CL 57 R SUR 72 F 02;4.59611686;-74.16932361
2023-05-02;21:50:00;KR 13 36 02;4.6240643;-74.067789
2023-05-01;06:38:00;KR 72 66 A 02;4.68119685;-74.09947304
2023-05-01;16:30:00;KR 11 ESTE 55 SUR 02;4.53459363;-74.09072164
2023-05-02;13:18:00;KR 19 113 02;4.69728365;-74.05011048
2023-05-06;17:54:00;KR 7 55 02;4.64113877;-74.06237007
2023-05-02;10:40:00;CL 14 B 123 02;4.68201304;-74.16654413
2023-02-14;15:31:00;AVENIDA BOYACA 12 BIS 02;4.64544228;-74.13177032
2023-02-16;16:10:00;KR 123 14 B 02;4.68187382;-74.16668241
2023-02-15;16:54:00;KR 92 159 02;4.75560289;-74.079965
2023-02-19;22:40:00;DG 54 SUR 18 C 02;4.56737088;-74.13088707
2023-02-16;03:00:00;KR 45 127 02;4.70682792;-74.05424975
2023-02-17;14:40:00;KR 25 A 1 F 02;4.59646641;-74.09792419
2023-02-17;15:22:00;AU DEL NORTE 209 02;4.78527712;-74.04110817
2023-01-13;17:15:00;CL 45 A SUR 56 02;4.59577921;-74.14272697
2023-01-14;18:45:00;AK 68 49 A 02;4.65855931;-74.09978125
2023-01-12;16:00:00;CL 20 SUR 10 B ESTE 02;4.56897936;-74.08210015
2023-01-16;14:37:00;CL 67 105 02;4.69883051;-74.12383031
2023-01-17;16:00:00;CL 17 A 69 B 02;4.64619043;-74.12208176
2023-06-03;10:00:00;KR 30 51 02;4.64059418;-74.07885221
2023-05-03;22:00:00;KR 103 150 C 02;4.7500139;-74.09428028
2023-06-05;02:40:00;AK 80 42 C SUR 02;4.62201798;-74.16418424
2023-06-03;17:15:00;AVENIDA PRIMERO DE MAYO 40 A 02;4.60127382;-74.11937615
2023-06-05;07:30:00;KR 78 A 6 A 02;4.63194562;-74.14534954
2023-06-04;03:00:00;CL 52 B SUR 24 02;4.57632322;-74.13217524
2023-06-03;10:10:00;AVENIDA PRIMERO DE MAYO 38 C SUR 02;4.61746454;-74.14957055
2023-06-04;15:08:00;DG 1 8 A 02;4.58826258;-74.08295471
2023-06-03;16:40:00;CL 72 90 02;4.69835124;-74.10917042
2023-06-04;00:03:00;KR 80 57 B SUR 02;4.61246683;-74.17678129
2023-06-05;17:01:00;KR 6 12 SUR 02;4.57814043;-74.08716706
2023-06-06;10:58:00;KR 68 13 02;4.63762259;-74.1181747
2023-05-06;09:30:00;KR 45 174 B 02;4.75503919;-74.04631689
2023-06-06;17:06:00;KR 14 ESTE 48 SUR 02;4.53536722;-74.08491946
2023-06-02;22:20:00;KR 128 17 BIS 02;4.69126362;-74.16240701
2023-06-06;07:50:00;KR 22 83 02;4.67083656;-74.06168918
2023-06-06;08:13:00;KR 13 47 02;4.63420241;-74.06606821
2023-06-06;06:45:00;DG 16 90 02;4.66366285;-74.14004372
2023-06-06;17:20:00;CL 23 B 123 02;4.69410511;-74.15108662
2023-07-24;22:56:00;AVENIDA CIUDAD DE CALI 8 02;4.64573781;-74.15067104
2023-07-19;07:10:00;AC 51 SUR 13 F 02;4.56612301;-74.1266027
2023-07-25;08:40:00;KR 7 85 02;4.66524682;-74.04693492
2023-07-26;09:40:00;KR 30 72 02;4.66786998;-74.07348325
2023-07-26;16:55:00;AVENIDA BOYACA 20 02;4.65310872;-74.12282442
2023-07-26;22:20:00;KR 3 B 36 SUR 02;4.56007042;-74.0989859
2023-06-07;21:13:00;CL 23 36 02;4.62613751;-74.09110202
2023-06-07;07:45:00;TV 35 32 SUR 02;4.59431753;-74.11814398
2023-06-08;10:35:00;CL 72 57 A 02;4.67138067;-74.07820037
2023-06-10;07:40:00;AK 30 1 A 02;4.59885628;-74.10594673
2023-08-06;07:10:00;CL 19 18 02;4.6112579;-74.07972117
2023-08-08;12:41:00;AC 19 16 02;4.60978652;-74.07760031
2023-08-04;23:17:00;CL 66 B 122 A BIS 02;4.71644559;-74.13978127
2023-08-04;13:01:00;CL 68 B SUR 12 02;4.52660416;-74.11814199
2023-08-10;17:19:00;CL 60 G SUR 18 C 02;4.5603461;-74.13859658
2023-08-10;07:00:00;CL 17 123 02;4.68680418;-74.15960387
2023-08-04;08:15:00;CL 40 SUR 1 A 02;4.55228405;-74.0979235
2023-08-10;12:40:00;CL 72 70 G 02;4.68547204;-74.09317963
2023-08-04;09:55:00;KR 75 59 SUR 02;4.59310202;-74.17533664
2023-08-06;20:30:00;AVENIDA CIUDAD DE QUITO 22 C 02;4.62243632;-74.08486093
2023-08-04;11:20:00;KR 30 43 02;4.63380976;-74.07942232
2023-08-05;16:40:00;KR 17 22 02;4.61257516;-74.07764857
2023-05-30;06:50:00;KR 8 A ESTE 41 SUR 02;4.54776875;-74.08861752
2023-05-27;17:30:00;CL 16 96 02;4.66398886;-74.14093999
2023-05-31;20:25:00;DG 43 SUR 20 02;4.57577691;-74.12331788
2023-05-28;21:04:00;CL 63 110 02;4.6999529;-74.13117476
2023-05-31;11:10:00;CL 144 136 A 02;4.75168363;-74.11116511
2023-04-24;14:37:00;KR 111 170 02;4.77534276;-74.08516077
2023-04-26;04:50:00;CL 34 13 A 02;4.62246478;-74.06894754
2023-04-25;09:16:00;CL 41 SUR 51 F 02;4.59747781;-74.13210848
2023-05-25;14:34:00;KR 24 68 02;4.65905671;-74.06946614
2023-07-03;21:15:00;KR 45 124 02;4.7048853;-74.05453253
2023-07-03;22:55:00;KR 9 134 02;4.7127609;-74.03277494
2023-07-03;11:00:00;CL 26 32 02;4.62859578;-74.08226398
2023-07-01;06:12:00;KR 30 13 02;4.61428535;-74.09180935
2023-07-02;14:12:00;CL 131 A 124 B 02;4.73880059;-74.10835115
2023-07-04;21:05:00;KR 100 50 B SUR 02;4.64388673;-74.18750791
2023-07-02;14:25:00;CL 63 110 B BIS 02;4.70073278;-74.1321638
2023-07-05;20:45:00;CL 74 BIS SUR 16 ESTE 02;4.51691388;-74.08858327
2023-07-05;20:10:00;CL 69 J SUR 37 02;4.56763279;-74.15738885
2023-07-03;10:58:00;KR 87 34 SUR 02;4.63804716;-74.16203275
2023-07-04;13:28:00;CL 72 104 02;4.70593193;-74.11902069
2023-07-05;09:58:00;KR 20 C 67 SUR 02;4.56295873;-74.1489458
2023-07-10;20:21:00;KR 18 Q 71 B SUR 02;4.54530443;-74.15112531
2023-07-14;07:35:00;CL 24 50 02;4.63773782;-74.097661
2023-06-25;05:10:00;KR 86 40 B SUR 02;4.63219129;-74.16612482
2023-01-29;04:30:00;CL 72 c 70 D 02;4.68622841;-74.09173827
2023-07-21;16:06:00;CL 36 SUR 12 BIS 02;4.56789179;-74.10646694
2023-07-14;04:00:00;KR 14 136 SUR 02;4.47344347;-74.12223257
2023-07-23;08:30:00;CL 35 SUR 10 02;4.56634336;-74.10301388
2023-07-22;20:50:00;AVENIDA CIUDAD DE CALI 22 D 02;4.66815813;-74.12879665
2023-07-22;09:30:00;KR 73 H 75 G SUR 02;4.57650415;-74.17627005
2023-07-22;21:30:00;CL 188 11 02;4.76489999;-74.03228509
2023-07-21;17:25:00;KR 14 24 SUR 02;4.58025795;-74.10436539
2023-07-25;14:20:00;KR 78 3 02;4.62678065;-74.1452663
2023-07-26;20:45:00;KR 35 BIS 1 F 02;4.60413854;-74.10821704
2023-07-27;12:01:00;AVENIDA CARACAS 46 SUR 02;4.57045623;-74.12504946
2023-07-26;07:15:00;AU DEL NORTE 183 02;4.76060958;-74.04471306
2023-07-24;14:40:00;CL 27 SUR 9 02;4.57146018;-74.09718666
2023-07-24;10:00:00;KR 38 49 B SUR 02;4.58953904;-74.13665238
2023-07-26;15:39:00;CL 132 96 02;4.73338986;-74.09214204
2023-07-28;16:00:00;CL 53 18 02;4.64105935;-74.06984536
2023-07-29;13:40:00;KR 3 ESTE 22 02;4.60562515;-74.06695118
2023-07-30;03:40:00;AVENIDA CARACAS 60 02;4.64713851;-74.06524693
2023-07-30;06:45:00;KR 75 16 D 02;4.65063117;-74.13037832
2023-05-13;17:44:00;CL 27 SUR 20 02;4.58154932;-74.10816608
2023-06-22;13:10:00;KR 30 DE LAS AMERICAS 02;4.62436731;-74.08332256
2023-06-24;06:10:00;KR 111 65 02;4.70327434;-74.13139476
2023-06-24;21:20:00;KR 68 39 SUR 02;4.60199969;-74.13351563
2023-06-23;09:50:00;AC 13 115 02;4.68129442;-74.15549441
2023-06-24;08:58:00;AVENIDA BOYACA 127 B 02;4.71197076;-74.07833723
2023-06-27;16:20:00;CL 47 B SUR 80 02;4.61925347;-74.16861311
2023-06-28;17:40:00;AVENIDA DEL SUR 71 B 02;4.59617665;-74.16248349
2023-06-28;06:25:00;CL 24 68 D 02;4.65372588;-74.11097435
2023-07-07;17:47:00;CL 56 SUR 88 C 02;4.6280222;-74.18659573
2023-07-06;14:30:00;KR 15 85 02;4.67013707;-74.05524073
2023-07-08;15:31:00;CL 134 13 02;4.71598453;-74.04180177
2023-07-08;14:50:00;KR 68 L 39 SUR 02;4.60632187;-74.14058505
2023-07-15;00:34:00;AVENIDA CIUDAD DE CALI 91 02;4.7111095;-74.09350073
2023-07-10;07:15:00;KR 40 24 A 02;4.63122112;-74.09241883
2023-07-12;06:20:00;CL 5 C 56 02;4.62563837;-74.11447285
2023-07-11;17:30:00;CL 181 50 B 02;4.75881605;-74.04878556
2023-07-13;09:53:00;KR 76 58 SUR 02;4.59435503;-74.17850896
2023-07-11;17:00:00;KR 8 27 SUR 02;4.57079568;-74.09635306
2023-07-12;14:30:00;KR 100 22 02;4.67667443;-74.14111996
2023-07-13;15:20:00;CL 40 C SUR 74 02;4.6144686;-74.1534893
2023-07-17;13:30:00;CL 76 15 02;4.66286051;-74.05911068
2023-01-07;13:30:00;CL 65 SUR 80 A 02;4.60754196;-74.18486116
2023-01-07;13:00:00;KR 104 140 A 02;4.74324378;-74.09773782
2023-01-10;07:25:00;TV 53 2 02;4.61337925;-74.11931553
2023-01-10;19:17:00;KR 103 B 154 A 02;4.75546484;-74.09052372
2023-01-10;13:00:00;CL 34 A SUR 89 02;4.64110203;-74.16523583
2023-01-13;13:05:00;CL 25 B BIS 103 02;4.68609376;-74.13376874
2023-01-14;06:00:00;KR 80 46 SUR 02;4.61990163;-74.16798153
2023-01-14;21:50:00;KR 80 74 BIS 02;4.69476425;-74.09983684
2023-01-14;20:26:00;CL 127 60 02;4.71125876;-74.0728452
2023-01-14;10:00:00;TV 44 53 SUR 02;4.58823222;-74.14121757
2023-01-16;00:30:00;KR 69 H 80 02;4.68841462;-74.08246783
2023-01-13;09:45:00;CL 42 F SUR 91 02;4.63931122;-74.17456168
2023-01-15;21:04:00;CL 95 A SUR 14 02;4.50183135;-74.11663625
2023-06-07;23:40:00;KR 45 A 72 02;4.57039187;-74.16189505
2023-06-07;05:49:00;CL 37 SUR 3 A ESTE 02;4.55562129;-74.09330064
2023-06-06;12:59:00;KR 24 9 SUR 02;4.59083723;-74.0985021
2023-06-07;15:32:00;CL 9 56 02;4.62751972;-74.1128586
2023-06-06;15:20:00;CL 26 69 02;4.657779;-74.10682006
2023-03-11;03:00:00;KR 10 1 02;4.58932907;-74.08462984
2023-03-06;16:06:00;CL 13 69 B 02;4.64401809;-74.12397429
2023-03-15;22:00:00;CL 80 120 02;4.72769248;-74.12564985
2023-03-12;03:20:00;CL 76 B SUR 1 02;4.51206077;-74.10568503
2023-03-10;09:40:00;KR 14 66 02;4.65308641;-74.06385401
2023-03-11;07:20:00;KR 89 38 SUR 02;4.63963125;-74.16700696
2023-03-13;15:05:00;KR 30 63 A 02;4.65307257;-74.07854662
2023-03-10;09:15:00;KR 7 180 02;4.75621097;-74.02463194
2023-03-16;14:15:00;CL 45 27 02;4.63435172;-74.07739041
2023-03-13;18:00:00;CL 134 19 02;4.7177091;-74.04711371
2023-03-10;23:20:00;CL 76 15 02;4.66287942;-74.05911652
2023-03-20;17:24:00;CL 170 11 02;4.74870939;-74.03401812
2023-03-21;08:10:00;AK 30 57 A 02;4.64728838;-74.07893536
2023-03-27;18:10:00;KR 116 19 A 02;4.68520139;-74.15281949
2023-03-20;07:37:00;AU DEL SUR PRIMERO DE MAYO 02;4.59630935;-74.11368192
2023-03-25;04:56:00;KR 30 11 SUR 02;4.59790913;-74.10754112
2023-03-24;05:10:00;CL 26 86 02;4.67928693;-74.11939299
2023-05-12;13:19:00;CL 63 105 C 02;4.69703497;-74.12719207
2023-05-20;22:00:00;CL 80 119 02;4.72611297;-74.12465193
2023-05-20;06:01:00;CL 6 72 C 02;4.63045635;-74.14008303
2023-05-20;23:40:00;AVENIDA CARACAS 72 A 02;4.66024186;-74.06185646
2023-04-25;10:20:00;KR 80 J 71 SUR 02;4.60733944;-74.19383568
2023-03-28;18:40:00;KR 11 ESTE 56 SUR 02;4.53302691;-74.09063812
2023-03-30;16:00:00;CL 37 SUR 53 02;4.60406011;-74.13104302
2023-03-28;21:00:00;CL 28 SUR 12 D 02;4.57282637;-74.10572199
2023-04-02;18:31:00;KR 21 27 SUR 02;4.58215089;-74.10839943
2023-04-03;09:00:00;CL 80 90 02;4.70450553;-74.10426643
2023-04-21;06:33:00;TV 1 BIS 47 A SUR 02;4.54757664;-74.10082598
2023-05-15;13:50:00;CL 43 A SUR 68 I 02;4.60102256;-74.14320683
2023-05-16;11:01:00;AU DEL SUR 71 02;4.59548686;-74.16402844
2023-05-08;12:36:00;KR 80 58 G SUR 02;4.61002758;-74.17961847
2023-05-18;07:15:00;CL 17 72 02;4.64923461;-74.12668137
2023-05-19;23:11:00;CL 47 B SUR 22 02;4.5736212;-74.12812076
2023-05-18;12:05:00;KR 30 7 02;4.60783121;-74.09715834
2023-05-19;01:05:00;KR 11 109 02;4.69004227;-74.03984237
2023-05-21;13:40:00;KR 30 75 02;4.669675;-74.07140128
2023-05-21;02:44:00;CL 68 B SUR 9 A 02;4.52666143;-74.11613404
2023-05-21;08:40:00;CL 139 127 02;4.74533188;-74.10826972
